Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5516,3,16.44,0.00,0.00,0.00,20.10,16.04,8.02,4.67,0.00,0.00,2,-1.32,0.00,68.95,Win
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9992,3,10.57,0.00,0.00,0.00,12.92,10.31,5.16,3.00,0.00,0.00,0,-0.85,0.00,44.11,Win
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6706,3,21.58,0.00,0.00,0.00,26.38,21.05,10.53,6.13,0.00,0.00,2,-1.73,0.00,88.94,Win
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8011,3,7.58,0.00,0.00,0.00,16.32,13.03,8.16,4.86,0.00,1.07,2,0.00,0.00,56.02,Loss
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6487,3,10.53,0.00,0.00,0.00,22.67,18.09,11.34,6.76,0.00,1.49,2,0.00,0.00,75.88,Loss
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6766,3,9.48,0.00,0.00,0.00,20.40,16.28,10.20,6.08,0.00,1.34,2,0.00,0.00,68.78,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6907,3,9.51,0.00,0.00,0.00,14.92,8.69,5.66,3.28,0.00,4.34,2,-0.57,0.00,50.83,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10479,3,13.31,0.00,0.00,0.00,20.89,12.16,7.92,4.59,0.00,6.08,0,-0.80,0.00,67.15,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6941,3,11.98,0.00,0.00,0.00,18.80,10.95,7.13,4.13,0.00,5.47,2,-0.72,0.00,62.74,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6940,3,7.12,0.00,0.00,0.00,15.33,10.22,2.32,1.01,0.00,3.10,12,0.00,0.00,54.10,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10523,3,8.01,0.00,0.00,0.00,17.25,11.50,2.61,1.13,0.00,3.48,2,0.00,0.00,48.98,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8214,3,12.46,0.00,0.00,0.00,26.83,17.88,4.06,1.76,0.00,5.42,2,0.00,0.00,73.41,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,7047,0,2.34,0.00,0.00,0.00,11.83,6.73,3.06,4.08,0.00,1.33,2,-0.71,0.00,30.66,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9635,3,2.68,0.00,0.00,0.00,13.51,7.69,3.50,4.66,0.00,1.51,0,-0.82,0.00,35.73,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5515,3,1.88,0.00,0.00,0.00,9.46,5.38,2.45,3.26,0.00,1.06,0,-0.57,0.00,25.92,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6494,3,0.00,0.00,0.00,0.61,0.00,3.25,1.84,3.25,0.00,0.00,2,0.00,0.00,13.95,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9994,3,0.00,0.00,0.00,1.40,0.00,7.44,4.21,7.44,0.00,0.00,12,0.00,0.00,35.49,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5849,0,0.00,0.00,0.00,0.98,0.00,5.21,2.95,5.21,0.00,0.00,0,0.00,0.00,14.35,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8810,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,0.00,0.00,15.00,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10486,0,4.60,0.00,2.60,0.00,16.40,0.00,10.00,1.40,0.00,5.20,0,0.00,0.00,40.20,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,7002,3,2.30,0.00,1.30,0.00,8.20,0.00,5.00,0.70,0.00,2.60,2,0.00,0.00,25.10,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10541,3,0.00,0.00,1.32,0.00,10.08,8.04,5.09,4.07,4.07,1.32,0,-0.71,0.00,36.28,Win
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9993,3,0.00,0.00,1.57,0.00,11.94,9.53,6.03,4.83,4.83,1.57,12,-0.84,0.00,54.46,Win
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9991,3,0.00,0.00,1.01,0.00,7.68,6.13,3.88,3.10,3.10,1.01,12,-0.54,0.00,40.37,Win
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8015,3,5.35,0.00,0.00,0.00,9.13,6.68,2.72,0.00,0.00,0.60,2,-0.32,0.00,29.16,Win
