Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 42 - Shanghai Regional 2025,10214,3,6.9,0,0,1,16.5,6.6,0,0,0,2.6,2,0,0,38.6,Win
Quals 42 - Shanghai Regional 2025,8214,3,6.9,0,0,1,16.5,6.6,0,0,0,2.6,2,0,0,38.6,Win
Quals 42 - Shanghai Regional 2025,8810,3,6.9,0,0,1,16.5,6.6,0,0,0,2.6,0,0,0,36.6,Win
Quals 43 - Shanghai Regional 2025,8613,3,2.3,0,1.3,0,16.5,9.2,5.9,1.3,0,0,12,0,0,51.5,Win
Quals 43 - Shanghai Regional 2025,10479,3,2.3,0,1.3,0,16.5,9.2,5.9,1.3,0,0,0,0,0,39.5,Win
Quals 43 - Shanghai Regional 2025,6414,3,2.3,0,1.3,0,16.5,9.2,5.9,1.3,0,0,2,0,0,41.5,Win
Quals 43 - Shanghai Regional 2025,6766,3,0,0,1.3,0,16.5,5.3,1,2.6,0,1.3,0,0,0,31,Loss
Quals 43 - Shanghai Regional 2025,7738,3,0,0,1.3,0,16.5,5.3,1,2.6,0,1.3,0,0,0,31,Loss
Quals 43 - Shanghai Regional 2025,6907,3,0,0,1.3,0,16.5,5.3,1,2.6,0,1.3,0,0,0,31,Loss
Quals 44 - Shanghai Regional 2025,9599,3,6.9,0,0,0,19.8,7.9,0,0.7,2,0,0,-0.7,0,39.6,Win
Quals 44 - Shanghai Regional 2025,7522,3,6.9,0,0,0,19.8,7.9,0,0.7,2,0,0,-0.7,0,39.6,Win
Quals 44 - Shanghai Regional 2025,6494,3,6.9,0,0,0,19.8,7.9,0,0.7,2,0,0,-0.7,0,39.6,Win
Quals 44 - Shanghai Regional 2025,6394,3,4.6,0,0,0,9.9,2.6,5,2.6,0,2.6,2,-0.7,0,31.6,Loss
Quals 44 - Shanghai Regional 2025,8011,3,4.6,0,0,0,9.9,2.6,5,2.6,0,2.6,12,-0.7,0,41.6,Loss
Quals 44 - Shanghai Regional 2025,5849,3,4.6,0,0,0,9.9,2.6,5,2.6,0,2.6,2,-0.7,0,31.6,Loss
Quals 47 - Shanghai Regional 2025,10486,3,0,0,1.3,0,3.3,1.3,2,0,0,0,0,-3.3,0,7.6,Loss
Quals 47 - Shanghai Regional 2025,6353,3,0,0,1.3,0,3.3,1.3,2,0,0,0,2,-3.3,0,9.6,Loss
Quals 47 - Shanghai Regional 2025,7047,3,0,0,1.3,0,3.3,1.3,2,0,0,0,2,-3.3,0,9.6,Loss
Quals 47 - Shanghai Regional 2025,5516,3,11.6,0,0,0,11.6,9.2,6.9,3.3,0,0,2,0,0,47.6,Win
Quals 47 - Shanghai Regional 2025,10558,3,11.6,0,0,0,11.6,9.2,6.9,3.3,0,0,2,0,0,47.6,Win
Quals 47 - Shanghai Regional 2025,6941,3,11.6,0,0,0,11.6,9.2,6.9,3.3,0,0,2,0,0,47.6,Win
Quals 51 - Shanghai Regional 2025,7594,3,6.9,0,0,0,18.2,10.6,3,1.3,5.9,0,2,-2,0,48.9,Win
Quals 51 - Shanghai Regional 2025,5449,3,6.9,0,0,0,18.2,10.6,3,1.3,5.9,0,0,-2,0,46.9,Win
